VAR	ENSEMBL	NAME
ENPP2	ENSG00000136960	ectonucleotide pyrophosphatase/phosphodiesterase 2
MYC	ENSG00000136997	MYC proto-oncogene, bHLH transcription factor
CCN3	ENSG00000136999	cellular communication network factor 3
POLR1E	ENSG00000137054	RNA polymerase I subunit E
APTX	ENSG00000137074	aprataxin
SIT1	ENSG00000137078	signaling threshold regulating transmembrane adaptor 1
DNAJB5	ENSG00000137094	DnaJ heat shock protein family (Hsp40) member B5
CD72	ENSG00000137101	CD72 molecule
GRHPR	ENSG00000137106	glyoxylate and hydroxypyruvate reductase
CNPY3	ENSG00000137161	canopy FGF signaling regulator 3
KIF13A	ENSG00000137177	kinesin family member 13A
ZSCAN9	ENSG00000137185	zinc finger and SCAN domain containing 9
PIM1	ENSG00000137193	Pim-1 proto-oncogene, serine/threonine kinase
CMTR1	ENSG00000137200	cap methyltransferase 1
TFAP2A	ENSG00000137203	transcription factor AP-2 alpha
CAPN11	ENSG00000137225	calpain 11
IRF4	ENSG00000137265	interferon regulatory factor 4
SLC22A23	ENSG00000137266	solute carrier family 22 member 23
LRRC1	ENSG00000137269	leucine rich repeat containing 1
RIPK1	ENSG00000137275	receptor interacting serine/threonine kinase 1
UQCC2	ENSG00000137288	ubiquinol-cytochrome c reductase complex assembly factor 2
TPMT	ENSG00000137364	thiopurine S-methyltransferase
RNF144B	ENSG00000137393	ring finger protein 144B
TAF8	ENSG00000137413	TATA-box binding protein associated factor 8
CPEB2	ENSG00000137449	cytoplasmic polyadenylation element binding protein 2
TLR2	ENSG00000137462	toll like receptor 2
MYO7A	ENSG00000137474	myosin VIIA
FCHSD2	ENSG00000137478	FCH and double SH3 domains 2
ARRB1	ENSG00000137486	arrestin beta 1
SLCO2B1	ENSG00000137491	solute carrier organic anion transporter family member 2B1
SYTL2	ENSG00000137501	synaptotagmin like 2
PRCP	ENSG00000137509	prolylcarboxypeptidase
PI15	ENSG00000137558	peptidase inhibitor 15
SLCO5A1	ENSG00000137571	solute carrier organic anion transporter family member 5A1
DDX60	ENSG00000137628	DExD/H-box helicase 60
SORL1	ENSG00000137642	sortilin related receptor 1
RDX	ENSG00000137710	radixin
FXYD6	ENSG00000137726	FXYD domain containing ion transport regulator 6
FXYD2	ENSG00000137731	FXYD domain containing ion transport regulator 2
TMPRSS13	ENSG00000137747	transmembrane serine protease 13
CASP1	ENSG00000137752	caspase 1
MAPKBP1	ENSG00000137802	mitogen-activated protein kinase binding protein 1
NUSAP1	ENSG00000137804	nucleolar and spindle associated protein 1
ITGA11	ENSG00000137809	integrin subunit alpha 11
ITPKA	ENSG00000137825	inositol-trisphosphate 3-kinase A
UACA	ENSG00000137831	uveal autoantigen with coiled-coil domains and ankyrin repeats
SMAD6	ENSG00000137834	SMAD family member 6
TMEM62	ENSG00000137842	transmembrane protein 62
PAK6	ENSG00000137843	p21 (RAC1) activated kinase 6
SPTBN5	ENSG00000137877	spectrin beta, non-erythrocytic 5
GCHFR	ENSG00000137880	GTP cyclohydrolase I feedback regulator
BCAR3	ENSG00000137936	BCAR3 adaptor protein, NSP family member
FNBP1L	ENSG00000137942	formin binding protein 1 like
KYAT3	ENSG00000137944	kynurenine aminotransferase 3
IFI44L	ENSG00000137959	interferon induced protein 44 like
ARHGAP29	ENSG00000137962	Rho GTPase activating protein 29
IFI44	ENSG00000137965	interferon induced protein 44
SLC44A5	ENSG00000137968	solute carrier family 44 member 5
SELENOI	ENSG00000138018	selenoprotein I
CGREF1	ENSG00000138028	cell growth regulator with EF-hand domain 1
KHK	ENSG00000138030	ketohexokinase
ADCY3	ENSG00000138031	adenylate cyclase 3
DYNC2LI1	ENSG00000138036	dynein cytoplasmic 2 light intermediate chain 1
EMILIN1	ENSG00000138080	elastin microfibril interfacer 1
SIX3	ENSG00000138083	SIX homeobox 3
CENPO	ENSG00000138092	centromere protein O
LRPPRC	ENSG00000138095	leucine rich pentatricopeptide repeat containing
DTNB	ENSG00000138101	dystrobrevin beta
ACTR1A	ENSG00000138107	actin related protein 1A
CYP2C8	ENSG00000138115	cytochrome P450 family 2 subfamily C member 8
MYOF	ENSG00000138119	myoferlin
STAMBPL1	ENSG00000138134	STAM binding protein like 1
CUZD1	ENSG00000138161	CUB and zona pellucida like domains 1
TACC2	ENSG00000138162	transforming acidic coiled-coil containing protein 2
ASCC1	ENSG00000138303	activating signal cointegrator 1 complex subunit 1
AOX1	ENSG00000138356	aldehyde oxidase 1
MSTN	ENSG00000138379	myostatin
NAB1	ENSG00000138386	NGFI-A binding protein 1
PPIG	ENSG00000138398	peptidylprolyl isomerase G
HECW2	ENSG00000138411	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2
ITPRID2	ENSG00000138434	ITPR interacting domain containing 2
ABI2	ENSG00000138443	abl interactor 2
ITGAV	ENSG00000138448	integrin subunit alpha V
PARP9	ENSG00000138496	poly(ADP-ribose) polymerase family member 9
MNS1	ENSG00000138587	meiosis specific nuclear structural 1
SPPL2A	ENSG00000138600	signal peptide peptidase like 2A
SHF	ENSG00000138606	Src homology 2 domain containing F
APH1B	ENSG00000138613	aph-1 homolog B, gamma-secretase subunit
PARP16	ENSG00000138617	poly(ADP-ribose) polymerase family member 16
ARHGAP24	ENSG00000138639	Rho GTPase activating protein 24
FAM13A	ENSG00000138640	family with sequence similarity 13 member A
HERC6	ENSG00000138642	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
HERC5	ENSG00000138646	HECT and RLD domain containing E3 ubiquitin protein ligase 5
PCDH10	ENSG00000138650	protocadherin 10
ZGRF1	ENSG00000138658	zinc finger GRF-type containing 1
PRKG2	ENSG00000138669	protein kinase cGMP-dependent 2
FGF2	ENSG00000138685	fibroblast growth factor 2
BBS7	ENSG00000138686	Bardet-Biedl syndrome 7
BMPR1B	ENSG00000138696	bone morphogenetic protein receptor type 1B
MMRN1	ENSG00000138722	multimerin 1
SEPTIN11	ENSG00000138758	septin 11
SCARB2	ENSG00000138760	scavenger receptor class B member 2
CCNG2	ENSG00000138764	cyclin G2
SHROOM3	ENSG00000138771	shroom family member 3
LEF1	ENSG00000138795	lymphoid enhancer binding factor 1
EGF	ENSG00000138798	epidermal growth factor
PPP3CA	ENSG00000138814	protein phosphatase 3 catalytic subunit alpha
FBN2	ENSG00000138829	fibrillin 2
RGS3	ENSG00000138835	regulator of G protein signaling 3
SHISAL1	ENSG00000138944	shisa like 1
PARVG	ENSG00000138964	parvin gamma
B4GALNT3	ENSG00000139044	beta-1,4-N-acetyl-galactosaminyltransferase 3
ETV6	ENSG00000139083	ETS variant transcription factor 6
CPNE8	ENSG00000139117	copine 8
FGD4	ENSG00000139132	FYVE, RhoGEF and PH domain containing 4
TMEM117	ENSG00000139173	transmembrane protein 117
C1RL	ENSG00000139178	complement C1r subcomponent like
CD27	ENSG00000139193	CD27 molecule
AMIGO2	ENSG00000139211	adhesion molecule with Ig like domain 2
MARCHF9	ENSG00000139266	membrane associated ring-CH-type finger 9
GLIPR1	ENSG00000139278	GLI pathogenesis related 1
LGR5	ENSG00000139292	leucine rich repeat containing G protein-coupled receptor 5
DUSP6	ENSG00000139318	dual specificity phosphatase 6
GAS2L3	ENSG00000139354	growth arrest specific 2 like 3
TMEM132B	ENSG00000139364	transmembrane protein 132B
SLC15A4	ENSG00000139370	solute carrier family 15 member 4
TDG	ENSG00000139372	thymine DNA glycosylase
SLC46A3	ENSG00000139508	solute carrier family 46 member 3
SLC7A1	ENSG00000139514	solute carrier family 7 member 1
LNX2	ENSG00000139517	ligand of numb-protein X 2
ACVRL1	ENSG00000139567	activin A receptor like type 1
ITGB7	ENSG00000139626	integrin subunit beta 7
GALNT6	ENSG00000139629	polypeptide N-acetylgalactosaminyltransferase 6
MYG1	ENSG00000139637	MYG1 exonuclease
HNRNPA1L2	ENSG00000139675	heterogeneous nuclear ribonucleoprotein A1 like 2
LPAR6	ENSG00000139679	lysophosphatidic acid receptor 6
RB1	ENSG00000139687	RB transcriptional corepressor 1
MORN3	ENSG00000139714	MORN repeat containing 3
SLAIN1	ENSG00000139737	SLAIN motif family member 1
ABHD13	ENSG00000139826	abhydrolase domain containing 13
CDH24	ENSG00000139880	cadherin 24
CBLN3	ENSG00000139899	cerebellin 3 precursor
NOVA1	ENSG00000139910	NOVA alternative splicing regulator 1
PELI2	ENSG00000139946	pellino E3 ubiquitin protein ligase family member 2
ARMH4	ENSG00000139971	armadillo like helical domain containing 4
NAA30	ENSG00000139977	N-alpha-acetyltransferase 30, NatC catalytic subunit
DCAF5	ENSG00000139990	DDB1 and CUL4 associated factor 5
RAB15	ENSG00000139998	RAB15, member RAS oncogene family
JDP2	ENSG00000140044	Jun dimerization protein 2
AK7	ENSG00000140057	adenylate kinase 7
FBLN5	ENSG00000140092	fibulin 5
WARS1	ENSG00000140105	tryptophanyl-tRNA synthetase 1
NIPA2	ENSG00000140157	NIPA magnesium transporter 2
TCF12	ENSG00000140262	transcription factor 12
SORD	ENSG00000140263	sorbitol dehydrogenase
LYSMD2	ENSG00000140280	LysM domain containing 2
SLC27A2	ENSG00000140284	solute carrier family 27 member 2
COMMD4	ENSG00000140365	COMM domain containing 4
PSTPIP1	ENSG00000140368	proline-serine-threonine phosphatase interacting protein 1
NEIL1	ENSG00000140398	nei like DNA glycosylase 1
IGF1R	ENSG00000140443	insulin like growth factor 1 receptor
BBS4	ENSG00000140463	Bardet-Biedl syndrome 4
ADAMTS17	ENSG00000140470	ADAM metallopeptidase with thrombospondin type 1 motif 17
PCSK6	ENSG00000140479	proprotein convertase subtilisin/kexin type 6
HAPLN3	ENSG00000140511	hyaluronan and proteoglycan link protein 3
MFGE8	ENSG00000140545	milk fat globule EGF and factor V/VIII domain containing
MCTP2	ENSG00000140563	multiple C2 and transmembrane domain containing 2
IQGAP1	ENSG00000140575	IQ motif containing GTPase activating protein 1
TGFB1I1	ENSG00000140682	transforming growth factor beta 1 induced transcript 1
RUSF1	ENSG00000140688	RUS family member 1
TXNL4B	ENSG00000140830	thioredoxin like 4B
ZFHX3	ENSG00000140836	zinc finger homeobox 3
CLEC18B	ENSG00000140839	C-type lectin domain family 18 member B
CPNE2	ENSG00000140848	copine 2
NLRC5	ENSG00000140853	NLR family CARD domain containing 5
KIFC3	ENSG00000140859	kinesin family member C3
ADAMTS18	ENSG00000140873	ADAM metallopeptidase with thrombospondin type 1 motif 18
CMTM3	ENSG00000140931	CKLF like MARVEL transmembrane domain containing 3
CMTM2	ENSG00000140932	CKLF like MARVEL transmembrane domain containing 2
CDH11	ENSG00000140937	cadherin 11
MBTPS1	ENSG00000140943	membrane bound transcription factor peptidase, site 1
CDH13	ENSG00000140945	cadherin 13
ADAD2	ENSG00000140955	adenosine deaminase domain containing 2
IRF8	ENSG00000140968	interferon regulatory factor 8
PDPK1	ENSG00000140992	3-phosphoinositide dependent protein kinase 1
DEF8	ENSG00000140995	differentially expressed in FDCP 8 homolog
GALNS	ENSG00000141012	galactosamine (N-acetyl)-6-sulfatase
GAS8	ENSG00000141013	growth arrest specific 8
MED9	ENSG00000141026	mediator complex subunit 9
ZNF287	ENSG00000141040	zinc finger protein 287
UTP4	ENSG00000141076	UTP4 small subunit processome component
GFOD2	ENSG00000141098	glucose-fructose oxidoreductase domain containing 2
NOB1	ENSG00000141101	NIN1 (RPN12) binding protein 1 homolog
SSH2	ENSG00000141298	slingshot protein phosphatase 2
SS18	ENSG00000141380	SS18 subunit of BAF chromatin remodeling complex
TAF4B	ENSG00000141384	TATA-box binding protein associated factor 4b
PRELID3A	ENSG00000141391	PRELI domain containing 3A
IMPA2	ENSG00000141401	inositol monophosphatase 2
SLC39A6	ENSG00000141424	solute carrier family 39 member 6
GALNT1	ENSG00000141429	polypeptide N-acetylgalactosaminyltransferase 1
ASXL3	ENSG00000141431	ASXL transcriptional regulator 3
GAREM1	ENSG00000141441	GRB2 associated regulator of MAPK1 subtype 1
OSBPL1A	ENSG00000141447	oxysterol binding protein like 1A
ARRB2	ENSG00000141480	arrestin beta 2
ASGR1	ENSG00000141505	asialoglycoprotein receptor 1
PIK3R5	ENSG00000141506	phosphoinositide-3-kinase regulatory subunit 5
CCDC40	ENSG00000141519	coiled-coil domain containing 40
TTYH2	ENSG00000141540	tweety family member 2
RAB40B	ENSG00000141542	RAB40B, member RAS oncogene family
TBCD	ENSG00000141556	tubulin folding cofactor D
RPTOR	ENSG00000141564	regulatory associated protein of MTOR complex 1
FOXK2	ENSG00000141568	forkhead box K2
SECTM1	ENSG00000141574	secreted and transmembrane 1
RNF157	ENSG00000141576	ring finger protein 157
RNF165	ENSG00000141622	ring finger protein 165
TNFRSF11A	ENSG00000141655	TNF receptor superfamily member 11a
ZCCHC2	ENSG00000141664	zinc finger CCHC-type containing 2
P3H4	ENSG00000141696	prolyl 3-hydroxylase family member 4 (inactive)
NT5C3B	ENSG00000141698	5'-nucleotidase, cytosolic IIIB
ERBB2	ENSG00000141736	erb-b2 receptor tyrosine kinase 2
GRB7	ENSG00000141738	growth factor receptor bound protein 7
PNMT	ENSG00000141744	phenylethanolamine N-methyltransferase
IGFBP4	ENSG00000141753	insulin like growth factor binding protein 4
FKBP10	ENSG00000141756	FKBP prolyl isomerase 10
CACNA1A	ENSG00000141837	calcium voltage-gated channel subunit alpha1 A
SLC39A3	ENSG00000141873	solute carrier family 39 member 3
PRDM15	ENSG00000141956	PR/SET domain 15
PFKL	ENSG00000141959	phosphofructokinase, liver type
VAV1	ENSG00000141968	vav guanine nucleotide exchange factor 1
IFITM3	ENSG00000142089	interferon induced transmembrane protein 3
HUNK	ENSG00000142149	hormonally up-regulated Neu-associated kinase
TRPM2	ENSG00000142185	transient receptor potential cation channel subfamily M member 2
TMEM50B	ENSG00000142188	transmembrane protein 50B
APP	ENSG00000142192	amyloid beta precursor protein
DOP1B	ENSG00000142197	DOP1 leucine zipper like protein B
URB1	ENSG00000142207	URB1 ribosome biogenesis homolog
LMTK3	ENSG00000142235	lemur tyrosine kinase 3
WTIP	ENSG00000142279	WT1 interacting protein
ADAMTS10	ENSG00000142303	ADAM metallopeptidase with thrombospondin type 1 motif 10
SLC6A3	ENSG00000142319	solute carrier family 6 member 3
MYO1F	ENSG00000142347	myosin IF
NLRP12	ENSG00000142405	NLR family pyrin domain containing 12
CACNG8	ENSG00000142408	calcium voltage-gated channel auxiliary subunit gamma 8
FBN3	ENSG00000142449	fibrillin 3
SIGLEC10	ENSG00000142512	sialic acid binding Ig like lectin 10
IGLON5	ENSG00000142549	IgLON family member 5
RCN3	ENSG00000142552	reticulocalbin 3
SLC2A5	ENSG00000142583	solute carrier family 2 member 5
CFAP74	ENSG00000142609	cilia and flagella associated protein 74
FHAD1	ENSG00000142621	forkhead associated phosphopeptide binding domain 1
EPHA2	ENSG00000142627	EPH receptor A2
PEX14	ENSG00000142655	peroxisomal biogenesis factor 14
EVA1B	ENSG00000142694	eva-1 homolog B
PLK4	ENSG00000142731	polo like kinase 4
MAP3K6	ENSG00000142733	mitogen-activated protein kinase kinase kinase 6
NBPF3	ENSG00000142794	NBPF member 3
HSPG2	ENSG00000142798	heparan sulfate proteoglycan 2
SERBP1	ENSG00000142864	SERPINE1 mRNA binding protein 1
PRKACB	ENSG00000142875	protein kinase cAMP-activated catalytic subunit beta
TINAGL1	ENSG00000142910	tubulointerstitial nephritis antigen like 1
PTPRF	ENSG00000142949	protein tyrosine phosphatase receptor type F
MOB3C	ENSG00000142961	MOB kinase activator 3C
LMO4	ENSG00000143013	LIM domain only 4
SLC44A3	ENSG00000143036	solute carrier family 44 member 3
IGSF3	ENSG00000143061	immunoglobulin superfamily member 3
ZNF697	ENSG00000143067	zinc finger protein 697
CTTNBP2NL	ENSG00000143079	CTTNBP2 N-terminal like
C1orf162	ENSG00000143110	chromosome 1 open reading frame 162
CD53	ENSG00000143119	CD53 molecule
GPR161	ENSG00000143147	G protein-coupled receptor 161
ALDH9A1	ENSG00000143149	aldehyde dehydrogenase 9 family member A1
DCAF6	ENSG00000143164	DDB1 and CUL4 associated factor 6
GPA33	ENSG00000143167	glycoprotein A33
UCK2	ENSG00000143179	uridine-cytidine kinase 2
ISG20L2	ENSG00000143319	interferon stimulated exonuclease gene 20 like 2
RGS16	ENSG00000143333	regulator of G protein signaling 16
RGL1	ENSG00000143344	ral guanine nucleotide dissociation stimulator like 1
RORC	ENSG00000143365	RAR related orphan receptor C
ECM1	ENSG00000143369	extracellular matrix protein 1
CGN	ENSG00000143375	cingulin
MINDY1	ENSG00000143409	MINDY lysine 48 deubiquitinase 1
LSP1P4	ENSG00000143429	LSP1 pseudogene 4
GABPB2	ENSG00000143458	GA binding protein transcription factor subunit beta 2
DTL	ENSG00000143476	denticleless E3 ubiquitin protein ligase homolog
DYRK3	ENSG00000143479	dual specificity tyrosine phosphorylation regulated kinase 3
VASH2	ENSG00000143494	vasohibin 2
SMYD2	ENSG00000143499	SET and MYND domain containing 2
ATP8B2	ENSG00000143515	ATPase phospholipid transporting 8B2
ADAM15	ENSG00000143537	ADAM metallopeptidase domain 15
RAB13	ENSG00000143545	RAB13, member RAS oncogene family
EFNA3	ENSG00000143590	ephrin A3
KCNN3	ENSG00000143603	potassium calcium-activated channel subfamily N member 3
GALNT2	ENSG00000143641	polypeptide N-acetylgalactosaminyltransferase 2
LYST	ENSG00000143669	lysosomal trafficking regulator
MAP3K21	ENSG00000143674	mitogen-activated protein kinase kinase kinase 21
SNAP47	ENSG00000143740	synaptosome associated protein 47
FBXO28	ENSG00000143756	F-box protein 28
ITPKB	ENSG00000143772	inositol-trisphosphate 3-kinase B
CNIH3	ENSG00000143786	cornichon family AMPA receptor auxiliary protein 3
C1orf35	ENSG00000143793	chromosome 1 open reading frame 35
PSEN2	ENSG00000143801	presenilin 2
LBR	ENSG00000143815	lamin B receptor
WNT9A	ENSG00000143816	Wnt family member 9A
SOX13	ENSG00000143842	SRY-box transcription factor 13
PPFIA4	ENSG00000143847	PTPRF interacting protein alpha 4
PLEKHA6	ENSG00000143850	pleckstrin homology domain containing A6
PTPN7	ENSG00000143851	protein tyrosine phosphatase non-receptor type 7
GALM	ENSG00000143891	galactose mutarotase
VPS54	ENSG00000143952	VPS54 subunit of GARP complex
ETAA1	ENSG00000143971	ETAA1 activator of ATR kinase
MEIS1	ENSG00000143995	Meis homeobox 1
EXOC6B	ENSG00000144036	exocyst complex component 6B
SFXN5	ENSG00000144040	sideroflexin 5
NPHP1	ENSG00000144061	nephrocystin 1
THNSL2	ENSG00000144115	threonine synthase like 2
RALB	ENSG00000144118	RAS like proto-oncogene B
FAHD2B	ENSG00000144199	fumarylacetoacetate hydrolase domain containing 2B
LYG1	ENSG00000144214	lysozyme g1
AFF3	ENSG00000144218	AF4/FMR2 family member 3
THSD7B	ENSG00000144229	thrombospondin type 1 domain containing 7B
GPR17	ENSG00000144230	G protein-coupled receptor 17
AMMECR1L	ENSG00000144233	AMMECR1 like
PKP4	ENSG00000144283	plakophilin 4
FAM171B	ENSG00000144369	family with sequence similarity 171 member B
HSPD1	ENSG00000144381	heat shock protein family D (Hsp60) member 1
CCDC150	ENSG00000144395	coiled-coil domain containing 150
SPAG16	ENSG00000144451	sperm associated antigen 16
ACKR3	ENSG00000144476	atypical chemokine receptor 3
TRPM8	ENSG00000144481	transient receptor potential cation channel subfamily M member 8
ESPNL	ENSG00000144488	espin like
FANCD2	ENSG00000144554	FA complementation group D2
CNOT9	ENSG00000144580	CCR4-NOT transcription complex subunit 9
RBMS3	ENSG00000144642	RNA binding motif single stranded interacting protein 3
GADL1	ENSG00000144644	glutamate decarboxylase like 1
OSBPL10	ENSG00000144645	oxysterol binding protein like 10
POMGNT2	ENSG00000144647	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)
ACKR2	ENSG00000144648	atypical chemokine receptor 2
ITGA9	ENSG00000144668	integrin subunit alpha 9
CTDSPL	ENSG00000144677	CTD small phosphatase like
STAC	ENSG00000144681	SH3 and cysteine rich domain
