VAR	ENSEMBL	NAME
KCNJ2	ENSG00000123700	potassium inwardly rectifying channel subfamily J member 2
EXOSC9	ENSG00000123737	exosome component 9
PFKFB2	ENSG00000123836	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
RAB38	ENSG00000123892	RAB38, member RAS oncogene family
GPR83	ENSG00000123901	G protein-coupled receptor 83
MXD4	ENSG00000123933	MAX dimerization protein 4
PMS2P5	ENSG00000123965	PMS1 homolog 2, mismatch repair system component pseudogene 5
OBSL1	ENSG00000124006	obscurin like cytoskeletal adaptor 1
FAM124B	ENSG00000124019	family with sequence similarity 124 member B
ENKD1	ENSG00000124074	enkurin domain containing 1
TTPAL	ENSG00000124120	alpha tocopherol transfer protein like
PREX1	ENSG00000124126	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
SLC12A5	ENSG00000124140	solute carrier family 12 member 5
PARD6B	ENSG00000124171	par-6 family cell polarity regulator beta
PLCG1	ENSG00000124181	phospholipase C gamma 1
TOX2	ENSG00000124191	TOX high mobility group box family member 2
ZNF831	ENSG00000124203	zinc finger protein 831
CDH26	ENSG00000124215	cadherin 26
PPP4R1L	ENSG00000124224	protein phosphatase 4 regulatory subunit 1 like (pseudogene)
PMEPA1	ENSG00000124225	prostate transmembrane protein, androgen induced 1
BCAS4	ENSG00000124243	breast carcinoma amplified sequence 4
MTRR	ENSG00000124275	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
IQSEC2	ENSG00000124313	IQ motif and Sec7 domain ArfGEF 2
IL9R	ENSG00000124334	interleukin 9 receptor
XG	ENSG00000124343	Xg glycoprotein (Xg blood group)
MCEE	ENSG00000124370	methylmalonyl-CoA epimerase
PAIP2B	ENSG00000124374	poly(A) binding protein interacting protein 2B
ATP8A1	ENSG00000124406	ATPase phospholipid transporting 8A1
USP22	ENSG00000124422	ubiquitin specific peptidase 22
ZNF576	ENSG00000124444	zinc finger protein 576
F13A1	ENSG00000124491	coagulation factor XIII A chain
TRERF1	ENSG00000124496	transcriptional regulating factor 1
PACSIN1	ENSG00000124507	protein kinase C and casein kinase substrate in neurons 1
BTN2A2	ENSG00000124508	butyrophilin subfamily 2 member A2
WRNIP1	ENSG00000124535	WRN helicase interacting protein 1
BTN1A1	ENSG00000124557	butyrophilin subfamily 1 member A1
SERPINB6	ENSG00000124570	serpin family B member 6
ZNF391	ENSG00000124613	zinc finger protein 391
OR2B6	ENSG00000124657	olfactory receptor family 2 subfamily B member 6
SOX4	ENSG00000124766	SRY-box transcription factor 4
CPNE5	ENSG00000124772	copine 5
KCNK17	ENSG00000124780	potassium two pore domain channel subfamily K member 17
NRN1	ENSG00000124785	neuritin 1
DEK	ENSG00000124795	DEK proto-oncogene
RUNX2	ENSG00000124813	RUNX family transcription factor 2
AHNAK	ENSG00000124942	AHNAK nucleoprotein
SH3TC1	ENSG00000125089	SH3 domain and tetratricopeptide repeats 1
BBS2	ENSG00000125124	Bardet-Biedl syndrome 2
MT1G	ENSG00000125144	metallothionein 1G
DOK4	ENSG00000125170	docking protein 4
GPR18	ENSG00000125245	G protein-coupled receptor 18
CLYBL	ENSG00000125246	citramalyl-CoA lyase
EFNB2	ENSG00000125266	ephrin B2
SEPTIN6	ENSG00000125354	septin 6
BMP4	ENSG00000125378	bone morphogenetic protein 4
PTGER2	ENSG00000125384	prostaglandin E receptor 2
HS3ST3B1	ENSG00000125430	heparan sulfate-glucosamine 3-sulfotransferase 3B1
SLC25A19	ENSG00000125454	solute carrier family 25 member 19
TTF1	ENSG00000125482	transcription termination factor 1
GTF3C4	ENSG00000125484	general transcription factor IIIC subunit 4
DDX31	ENSG00000125485	DEAD-box helicase 31
BHLHE23	ENSG00000125533	basic helix-loop-helix family member e23
IL1B	ENSG00000125538	interleukin 1 beta
PAX8	ENSG00000125618	paired box 8
PSD4	ENSG00000125637	pleckstrin and Sec7 domain containing 4
SLC25A23	ENSG00000125648	solute carrier family 25 member 23
MED1	ENSG00000125686	mediator complex subunit 1
CD70	ENSG00000125726	CD70 molecule
TRIP10	ENSG00000125733	thyroid hormone receptor interactor 10
RTN2	ENSG00000125744	reticulon 2
CD93	ENSG00000125810	CD93 molecule
TMX4	ENSG00000125827	thioredoxin related transmembrane protein 4
NRSN2	ENSG00000125841	neurensin 2
RRBP1	ENSG00000125844	ribosome binding protein 1
BMP2	ENSG00000125845	bone morphogenetic protein 2
FLRT3	ENSG00000125848	fibronectin leucine rich transmembrane protein 3
LAMP5	ENSG00000125869	lysosomal associated membrane protein family member 5
MGME1	ENSG00000125871	mitochondrial genome maintenance exonuclease 1
TBC1D20	ENSG00000125875	TBC1 domain family member 20
FAM110A	ENSG00000125898	family with sequence similarity 110 member A
HNRNPR	ENSG00000125944	heterogeneous nuclear ribonucleoprotein R
ZNF436	ENSG00000125945	zinc finger protein 436
NECAB3	ENSG00000125967	N-terminal EF-hand calcium binding protein 3
AMOT	ENSG00000126016	angiomotin
ST3GAL3	ENSG00000126091	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
MCF2L	ENSG00000126217	MCF.2 cell line derived transforming sequence like
THRA	ENSG00000126351	thyroid hormone receptor alpha
CCR7	ENSG00000126353	C-C motif chemokine receptor 7
TSKS	ENSG00000126467	testis specific serine kinase substrate
ASL	ENSG00000126522	argininosuccinate lyase
STAT5A	ENSG00000126561	signal transducer and activator of transcription 5A
TRAP1	ENSG00000126602	TNF receptor associated protein 1
IFI6	ENSG00000126709	interferon alpha inducible protein 6
KTN1	ENSG00000126777	kinectin 1
SGPP1	ENSG00000126821	sphingosine-1-phosphate phosphatase 1
PLEKHG3	ENSG00000126822	pleckstrin homology and RhoGEF domain containing G3
AIF1L	ENSG00000126878	allograft inflammatory factor 1 like
FAM78A	ENSG00000126882	family with sequence similarity 78 member A
BCL11B	ENSG00000127152	BAF chromatin remodeling complex subunit BCL11B
ATP13A4	ENSG00000127249	ATPase 13A4
BEST3	ENSG00000127325	bestrophin 3
RAB3IP	ENSG00000127328	RAB3A interacting protein
PTPRB	ENSG00000127329	protein tyrosine phosphatase receptor type B
DYRK2	ENSG00000127334	dual specificity tyrosine phosphorylation regulated kinase 2
LRRC61	ENSG00000127399	leucine rich repeat containing 61
FGFRL1	ENSG00000127418	fibroblast growth factor receptor like 1
ADGRE2	ENSG00000127507	adhesion G protein-coupled receptor E2
F2RL3	ENSG00000127533	F2R like thrombin or trypsin receptor 3
KDM4B	ENSG00000127663	lysine demethylase 4B
METTL16	ENSG00000127804	methyltransferase like 16
ZNF835	ENSG00000127903	zinc finger protein 835
GNG11	ENSG00000127920	G protein subunit gamma 11
HIP1	ENSG00000127946	huntingtin interacting protein 1
PTPN12	ENSG00000127947	protein tyrosine phosphatase non-receptor type 12
POR	ENSG00000127948	cytochrome p450 oxidoreductase
GNAI1	ENSG00000127955	G protein subunit alpha i1
SPINK2	ENSG00000128040	serine peptidase inhibitor Kazal type 2
VPREB3	ENSG00000128218	V-set pre-B cell surrogate light chain 3
SDF2L1	ENSG00000128228	stromal cell derived factor 2 like 1
YWHAH	ENSG00000128245	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
GNAZ	ENSG00000128266	G protein subunit alpha z
APOL3	ENSG00000128284	apolipoprotein L3
TPST2	ENSG00000128294	tyrosylprotein sulfotransferase 2
IGLL1	ENSG00000128322	immunoglobulin lambda like polypeptide 1
APOL2	ENSG00000128335	apolipoprotein L2
LIF	ENSG00000128342	LIF interleukin 6 family cytokine
RIBC2	ENSG00000128408	RIB43A domain with coiled-coils 2
TBC1D27P	ENSG00000128438	TBC1 domain family member 27, pseudogene
RNF112	ENSG00000128482	ring finger protein 112
VGF	ENSG00000128564	VGF nerve growth factor inducible
PODXL	ENSG00000128567	podocalyxin like
STRIP2	ENSG00000128578	striatin interacting protein 2
FLNC	ENSG00000128591	filamin C
LRRC4	ENSG00000128594	leucine rich repeat containing 4
CCDC136	ENSG00000128596	coiled-coil domain containing 136
SMO	ENSG00000128602	smoothened, frizzled class receptor
IRF5	ENSG00000128604	interferon regulatory factor 5
MYO1B	ENSG00000128641	myosin IB
ARHGAP22	ENSG00000128805	Rho GTPase activating protein 22
WDFY4	ENSG00000128815	WDFY family member 4
EIF2AK4	ENSG00000128829	eukaryotic translation initiation factor 2 alpha kinase 4
MYO5C	ENSG00000128833	myosin VC
CGNL1	ENSG00000128849	cingulin like 1
TMOD2	ENSG00000128872	tropomodulin 2
INO80	ENSG00000128908	INO80 complex ATPase subunit
ALDH1A2	ENSG00000128918	aldehyde dehydrogenase 1 family member A2
MINDY2	ENSG00000128923	MINDY lysine 48 deubiquitinase 2
CHAC1	ENSG00000128965	ChaC glutathione specific gamma-glutamylcyclotransferase 1
CLN6	ENSG00000128973	CLN6 transmembrane ER protein
LOXL1	ENSG00000129038	lysyl oxidase like 1
SUMF2	ENSG00000129103	sulfatase modifying factor 2
PALLD	ENSG00000129116	palladin, cytoskeletal associated protein
PLD2	ENSG00000129219	phospholipase D2
KIF1C	ENSG00000129250	kinesin family member 1C
LRRC6	ENSG00000129295	leucine rich repeat containing 6
MTUS1	ENSG00000129422	microtubule associated scaffold protein 1
RIPK3	ENSG00000129465	receptor interacting serine/threonine kinase 3
ADCY4	ENSG00000129467	adenylate cyclase 4
RAB2B	ENSG00000129472	RAB2B, member RAS oncogene family
AJUBA	ENSG00000129474	ajuba LIM protein
PARP2	ENSG00000129484	poly(ADP-ribose) polymerase 2
NRL	ENSG00000129535	neural retina leucine zipper
CHRNA10	ENSG00000129749	cholinergic receptor nicotinic alpha 10 subunit
CDKN1C	ENSG00000129757	cyclin dependent kinase inhibitor 1C
STARD8	ENSG00000130052	StAR related lipid transfer domain containing 8
SH3BP4	ENSG00000130147	SH3 domain binding protein 4
NECTIN2	ENSG00000130202	nectin cell adhesion molecule 2
DPP6	ENSG00000130226	dipeptidyl peptidase like 6
KIF1A	ENSG00000130294	kinesin family member 1A
PLVAP	ENSG00000130300	plasmalemma vesicle associated protein
BST2	ENSG00000130303	bone marrow stromal cell antigen 2
NSUN5	ENSG00000130305	NOP2/Sun RNA methyltransferase 5
LSM7	ENSG00000130332	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
SNX9	ENSG00000130340	sorting nexin 9
AFDN	ENSG00000130396	afadin, adherens junction formation factor
STK33	ENSG00000130413	serine/threonine kinase 33
KLHDC7B	ENSG00000130487	kelch domain containing 7B
PXDN	ENSG00000130508	peroxidasin
SSBP4	ENSG00000130511	single stranded DNA binding protein 4
PGPEP1	ENSG00000130517	pyroglutamyl-peptidase I
TRPM4	ENSG00000130529	transient receptor potential cation channel subfamily M member 4
ZBTB46	ENSG00000130584	zinc finger and BTB domain containing 46
HELZ2	ENSG00000130589	helicase with zinc finger 2
SAMD10	ENSG00000130590	sterile alpha motif domain containing 10
LSP1	ENSG00000130592	lymphocyte specific protein 1
TNNT3	ENSG00000130595	troponin T3, fast skeletal type
TNNI2	ENSG00000130598	troponin I2, fast skeletal type
COL5A1	ENSG00000130635	collagen type V alpha 1 chain
CYP2E1	ENSG00000130649	cytochrome P450 family 2 subfamily E member 1
OSBPL2	ENSG00000130703	oxysterol binding protein like 2
ASS1	ENSG00000130707	argininosuccinate synthase 1
TMEM160	ENSG00000130748	transmembrane protein 160
SMPDL3B	ENSG00000130768	sphingomyelin phosphodiesterase acid like 3B
THEMIS2	ENSG00000130775	thymocyte selection associated family member 2
HIP1R	ENSG00000130787	huntingtin interacting protein 1 related
PPAN	ENSG00000130810	peter pan homolog
ANGPTL6	ENSG00000130812	angiopoietin like 6
SHFL	ENSG00000130813	shiftless antiviral inhibitor of ribosomal frameshifting
MPP1	ENSG00000130830	membrane palmitoylated protein 1
LRP3	ENSG00000130881	LDL receptor related protein 3
NOL11	ENSG00000130935	nucleolar protein 11
HABP4	ENSG00000130956	hyaluronan binding protein 4
SLC35D2	ENSG00000130958	solute carrier family 35 member D2
LATS1	ENSG00000131023	large tumor suppressor kinase 1
LILRB2	ENSG00000131042	leukocyte immunoglobulin like receptor B2
GGT7	ENSG00000131067	gamma-glutamyltransferase 7
ACSS2	ENSG00000131069	acyl-CoA synthetase short chain family member 2
EDA2R	ENSG00000131080	ectodysplasin A2 receptor
CCL25	ENSG00000131142	C-C motif chemokine ligand 25
F12	ENSG00000131187	coagulation factor XII
RAB11FIP4	ENSG00000131242	RAB11 family interacting protein 4
TRAF3	ENSG00000131323	TNF receptor associated factor 3
HAUS8	ENSG00000131351	HAUS augmin like complex subunit 8
SH3BP5	ENSG00000131370	SH3 domain binding protein 5
TBC1D5	ENSG00000131374	TBC1 domain family member 5
RFTN1	ENSG00000131378	raftlin, lipid raft linker 1
RBSN	ENSG00000131381	rabenosyn, RAB effector
KCNC3	ENSG00000131398	potassium voltage-gated channel subfamily C member 3
NAPSB	ENSG00000131401	napsin B aspartic peptidase, pseudogene
NDFIP1	ENSG00000131507	Nedd4 family interacting protein 1
UBE2D2	ENSG00000131508	ubiquitin conjugating enzyme E2 D2
ANO1	ENSG00000131620	anoctamin 1
TMEM204	ENSG00000131634	transmembrane protein 204
CA6	ENSG00000131686	carbonic anhydrase 6
NPHP4	ENSG00000131697	nephrocystin 4
IL13RA1	ENSG00000131724	interleukin 13 receptor subunit alpha 1
KHDRBS3	ENSG00000131773	KH RNA binding domain containing, signal transduction associated 3
CHD1L	ENSG00000131778	chromodomain helicase DNA binding protein 1 like
PEX11B	ENSG00000131779	peroxisomal biogenesis factor 11 beta
PRKAB2	ENSG00000131791	protein kinase AMP-activated non-catalytic subunit beta 2
CLUHP3	ENSG00000131797	clustered mitochondria homolog pseudogene 3
PDHA1	ENSG00000131828	pyruvate dehydrogenase E1 subunit alpha 1
CHSY1	ENSG00000131873	chondroitin sulfate synthase 1
ABHD12B	ENSG00000131969	abhydrolase domain containing 12B
GCH1	ENSG00000131979	GTP cyclohydrolase 1
FBXW9	ENSG00000132004	F-box and WD repeat domain containing 9
C19orf57	ENSG00000132016	chromosome 19 open reading frame 57
SPATA6	ENSG00000132122	spermatogenesis associated 6
FCRLA	ENSG00000132185	Fc receptor like A
ENOSF1	ENSG00000132199	enolase superfamily member 1
LINC00470	ENSG00000132204	long intergenic non-protein coding RNA 470
EMILIN2	ENSG00000132205	elastin microfibril interfacer 2
TRIM22	ENSG00000132274	tripartite motif containing 22
EFR3A	ENSG00000132294	EFR3 homolog A
RAMP1	ENSG00000132329	receptor activity modifying protein 1
PTPRE	ENSG00000132334	protein tyrosine phosphatase receptor type E
CARD6	ENSG00000132357	caspase recruitment domain family member 6
RAP1GAP2	ENSG00000132359	RAP1 GTPase activating protein 2
EEFSEC	ENSG00000132394	eukaryotic elongation factor, selenocysteine-tRNA specific
COQ3	ENSG00000132423	coenzyme Q3, methyltransferase
GRSF1	ENSG00000132463	G-rich RNA sequence binding factor 1
JCHAIN	ENSG00000132465	joining chain of multimeric IgA and IgM
TRIM47	ENSG00000132481	tripartite motif containing 47
CLEC10A	ENSG00000132514	C-type lectin domain containing 10A
XAF1	ENSG00000132530	XIAP associated factor 1
REEP2	ENSG00000132563	receptor accessory protein 2
TERF2	ENSG00000132604	telomeric repeat binding factor 2
ANKEF1	ENSG00000132623	ankyrin repeat and EF-hand domain containing 1
BTBD3	ENSG00000132640	BTB domain containing 3
RIN2	ENSG00000132669	Ras and Rab interactor 2
PTPRA	ENSG00000132670	protein tyrosine phosphatase receptor type A
FCRL2	ENSG00000132704	Fc receptor like 2
SYT11	ENSG00000132718	synaptotagmin 11
ACY3	ENSG00000132744	aminoacylase 3
TESMIN	ENSG00000132749	testis expressed metallothionein like protein
NASP	ENSG00000132780	nuclear autoantigenic sperm protein
CTNNBL1	ENSG00000132792	catenin beta like 1
LPIN3	ENSG00000132793	lipin 3
FBXO44	ENSG00000132879	F-box protein 44
CASP9	ENSG00000132906	caspase 9
ATP8A2	ENSG00000132932	ATPase phospholipid transporting 8A2
MTUS2	ENSG00000132938	microtubule associated scaffold protein 2
CDK8	ENSG00000132964	cyclin dependent kinase 8
GPR12	ENSG00000132975	G protein-coupled receptor 12
MYH10	ENSG00000133026	myosin heavy chain 10
DSTYK	ENSG00000133059	dual serine/threonine and tyrosine protein kinase
LGR6	ENSG00000133067	leucine rich repeat containing G protein-coupled receptor 6
CCNA1	ENSG00000133101	cyclin A1
SPART	ENSG00000133104	spartin
EPSTI1	ENSG00000133106	epithelial stromal interaction 1
STARD13	ENSG00000133121	StAR related lipid transfer domain containing 13
MORC4	ENSG00000133131	MORC family CW-type zinc finger 4
TBC1D8B	ENSG00000133138	TBC1 domain family member 8B
PDE6B	ENSG00000133256	phosphodiesterase 6B
MACROD1	ENSG00000133315	mono-ADP ribosylhydrolase 1
LARGE1	ENSG00000133424	LARGE xylosyl- and glucuronyltransferase 1
MYO18B	ENSG00000133454	myosin XVIIIB
GIMAP6	ENSG00000133561	GTPase, IMAP family member 6
ACTR3B	ENSG00000133627	actin related protein 3B
ATP13A3	ENSG00000133657	ATPase 13A3
LRRCC1	ENSG00000133739	leucine rich repeat and coiled-coil centrosomal protein 1
SWAP70	ENSG00000133789	switching B cell complex subunit SWAP70
ARNTL	ENSG00000133794	aryl hydrocarbon receptor nuclear translocator like
AMPD3	ENSG00000133805	adenosine monophosphate deaminase 3
RRAS2	ENSG00000133818	RAS related 2
RNF122	ENSG00000133874	ring finger protein 122
GSC	ENSG00000133937	goosecoid homeobox
UNC79	ENSG00000133958	unc-79 homolog, NALCN channel complex subunit
TTC9	ENSG00000133985	tetratricopeptide repeat domain 9
CTIF	ENSG00000134030	cap binding complex dependent translation initiation factor
MBD2	ENSG00000134046	methyl-CpG binding domain protein 2
IRAK2	ENSG00000134070	interleukin 1 receptor associated kinase 2
CAMK1	ENSG00000134072	calcium/calmodulin dependent protein kinase I
EDEM1	ENSG00000134109	ER degradation enhancing alpha-mannosidase like protein 1
CHL1	ENSG00000134121	cell adhesion molecule L1 like
GSTM1	ENSG00000134184	glutathione S-transferase mu 1
GSTM5	ENSG00000134201	glutathione S-transferase mu 5
GSTM3	ENSG00000134202	glutathione S-transferase mu 3
SORT1	ENSG00000134243	sortilin 1
PTGFRN	ENSG00000134247	prostaglandin F2 receptor inhibitor
AP4B1	ENSG00000134262	adaptor related protein complex 4 subunit beta 1
SPIRE1	ENSG00000134278	spire type actin nucleation factor 1
MYCN	ENSG00000134323	MYCN proto-oncogene, bHLH transcription factor
LPIN1	ENSG00000134324	lipin 1
CMPK2	ENSG00000134326	cytidine/uridine monophosphate kinase 2
LDHA	ENSG00000134333	lactate dehydrogenase A
NAV1	ENSG00000134369	neuron navigator 1
IL2RA	ENSG00000134460	interleukin 2 receptor subunit alpha
ECHDC3	ENSG00000134463	enoyl-CoA hydratase domain containing 3
IL15RA	ENSG00000134470	interleukin 15 receptor subunit alpha
TMEM241	ENSG00000134490	transmembrane protein 241
KCTD1	ENSG00000134504	potassium channel tetramerization domain containing 1
EMP1	ENSG00000134531	epithelial membrane protein 1
SOX5	ENSG00000134532	SRY-box transcription factor 5
LRP4	ENSG00000134569	LDL receptor related protein 4
DDB2	ENSG00000134574	damage specific DNA binding protein 2
RTL8C	ENSG00000134590	retrotransposon Gag like 8C
PIWIL4	ENSG00000134627	piwi like RNA-mediated gene silencing 4
GNL2	ENSG00000134697	G protein nucleolar 2
AGO4	ENSG00000134698	argonaute RISC component 4
PRPF38A	ENSG00000134748	pre-mRNA processing factor 38A
DSC2	ENSG00000134755	desmocollin 2
DTNA	ENSG00000134769	dystrobrevin alpha
DAGLA	ENSG00000134780	diacylglycerol lipase alpha
TIMM10	ENSG00000134809	translocase of inner mitochondrial membrane 10
GGACT	ENSG00000134864	gamma-glutamylamine cyclotransferase
UBAC2	ENSG00000134882	UBA domain containing 2
BIVM	ENSG00000134897	basic, immunoglobulin-like variable motif containing
POGLUT2	ENSG00000134901	protein O-glucosyltransferase 2
ETS1	ENSG00000134954	ETS proto-oncogene 1, transcription factor
SLC37A2	ENSG00000134955	solute carrier family 37 member 2
PSAT1	ENSG00000135069	phosphoserine aminotransferase 1
